sentence_id,prompt_ru,answer_en,transcription,audio_filename
16,"Как ты понимаешь, нам нужно этого дождаться","As you understand, we need to wait for it","[æz ju: ˌʌndəˈstænd, wi: ni:d tu: weɪt fɔ: ɪt]",B1_L181_S16.mp3
17,"Он немного старше, чем я",He is a little older than me,[hi: ɪz ə ˈlɪtl ˈəʊldə ðæn mi:],B1_L181_S17.mp3
18,Она старшая сестра,She is the eldest sister,[ʃi: ɪz ði ˈeldɪst ˈsɪstə],B1_L181_S18.mp3
19,"Как я вижу, этот процесс неизбежен","As I see, this process is inevitable","[æz aɪ si:, ðɪs ˈprəʊses ɪz ɪnˈevɪtəbl]",B1_L181_S19.mp3
20,"Как я вижу, это неизбежно","As I see, it's inevitable","[æz aɪ si:, ɪts ɪnˈevɪtəbl]",B1_L181_S20.mp3
21,Это был его последний шанс,It was his last chance,[ɪt wɒz hɪz lɑ:st ʧɑ:ns],B1_L181_S21.mp3
22,"Как ты знаешь, это требует времени","As you know, it takes time","[æz ju: nəʊ, ɪt teɪks taɪm]",B1_L181_S22.mp3
23,Он ее старший брат,He is her elder brother,[hi: ɪz hɜ: ˈeldə ˈbrʌðə],B1_L181_S23.mp3
24,Это более длинный путь,It's a longer way,[ɪts ə ˈlɒŋgə weɪ],B1_L181_S24.mp3
25,"Он зарабатывает гораздо меньше денег, чем мы зарабатываем",He earns much less money than we earn,[hi: ɜ:nz mʌʧ les ˈmʌni ðæn wi: ɜ:n],B1_L181_S25.mp3
26,"У нее гораздо больше свободного времени, чем у меня",She has much more free time than I have,[ʃi: hæz mʌʧ mɔ: fri: taɪm ðæn aɪ hæv],B1_L181_S26.mp3
27,Это одно из самых простых упражнений,It is one of the easiest exercises,[ɪt ɪz wʌn ɒv ði ˈi:zɪɪst ˈeksəsaɪzɪz],B1_L181_S27.mp3
28,Она на три года моложе меня,She is three years younger than me,[ʃi: ɪz θri: jɪəz ˈjʌŋə ðæn mi:],B1_L181_S28.mp3
29,Он самый лучший игрок в команде,He is the best player in the team,[hi: ɪz ðə best ˈpleɪər ɪn ðə ti:m],B1_L181_S29.mp3
30,Она ждет свою младшую сестру,She is waiting for her younger sister,[ʃi: ɪz ˈweɪtɪŋ fɔ: hɜ: ˈjʌŋə ˈsɪstə],B1_L181_S30.mp3
31,Мой друг на два года старше меня,My friend is two years older than me,[maɪ frend ɪz tu: jɪəz ˈəʊldə ðæn mi:],B1_L181_S31.mp3
32,Это самый лучший отель,It is the best hotel,[ɪt ɪz ðə best həʊˈtel],B1_L181_S32.mp3
33,Это был самый счастливый день в моей жизни,It was the happiest day in my life,[ɪt wɒz ðə ˈhæpɪɪst deɪ ɪn maɪ laɪf],B1_L181_S33.mp3
34,Мой лучший друг живет в том доме,My best friend lives in that house,[maɪ best frend lɪvz ɪn ðæt haʊs],B1_L181_S34.mp3
35,"Его компьютер дороже, чем его",His computer is more expensive than his,[hɪz kəmˈpju:tər ɪz mɔ: ɪksˈpensɪv ðæn hɪz],B1_L181_S35.mp3
36,"Это платье дешевле, чем ее",This dress is cheaper than hers,[ðɪs dres ɪz ˈʧi:pə ðæn hɜ:z],B1_L181_S36.mp3
37,Она немного моложе меня,She is a little younger than me,[ʃi: ɪz ə ˈlɪtl ˈjʌŋə ðæn mi:],B1_L181_S37.mp3
38,Его ответ был лучшим,His answer was the best,[hɪz ˈɑ:nsə wɒz ðə best],B1_L181_S38.mp3
39,Это гораздо более короткий путь,It's a much shorter way,[ɪts ə mʌʧ ˈʃɔ:tə weɪ],B1_L181_S39.mp3
40,Он намного старше ее,He is much older than her,[hi: ɪz mʌʧ ˈəʊldə ðæn hɜ:],B1_L181_S40.mp3
41,Он хочет жить в лучшем месте,He wants to live in a better place,[hi: wɒnts tu: lɪv ɪn ə ˈbetə pleɪs],B1_L181_S41.mp3
42,Он богаче его,He is richer than him,[hi: ɪz ˈrɪʧə ðæn hɪm],B1_L181_S42.mp3
43,Я решил задать ему более сложный вопрос,I decided to ask him a more difficult question,[aɪ dɪˈsaɪdɪd tu: ɑ:sk hɪm ə mɔ: ˈdɪfɪkəlt ˈkwesʧən],B1_L181_S43.mp3
44,Все ждут самых последних новостей,Everyone is waiting for the latest news,[ˈevrɪwʌn ɪz ˈweɪtɪŋ fɔ: ðə ˈleɪtɪst nju:z],B1_L181_S44.mp3
45,Я бы хотел купить более удобную пару кроссовок,I'd like to buy a more comfortable pair of sneakers,[aɪd laɪk tu: baɪ ə mɔ: ˈkʌmftəbl peər ɒv ˈsni:kəz],B1_L181_S45.mp3
46,"Это гораздо более сложная проблема, чем кажется",It is a much more complicated problem than it seems,[ɪt ɪz ə mʌʧ mɔ: ˈkɒmplɪkeɪtɪd ˈprɒbləm ðæn ɪt si:mz],B1_L181_S46.mp3
47,"Изучение иностранного языка не так скучно, как кажется вначале",Learning a foreign language isn't as boring as it seems in the beginning,[ˈlɜ:nɪŋ ə ˈfɒrɪn ˈlæŋgwɪʤ ˈɪznt æz ˈbɔ:rɪŋ æz ɪt si:mz ɪn ðə bɪˈgɪnɪŋ],B1_L181_S47.mp3
48,Я хочу купить более удобные кроссовки,I want to buy more comfortable sneakers,[aɪ wɒnt tu: baɪ mɔ: ˈkʌmftəbl ˈsni:kəz],B1_L181_S48.mp3
49,"Это гораздо более сложная проблема, чем она выглядит",It is a much more complicated problem than it looks,[ɪt ɪz ə mʌʧ mɔ: ˈkɒmplɪkeɪtɪd ˈprɒbləm ðæn ɪt lʊks],B1_L181_S49.mp3
50,"Его сбережения не так велики, как ее",His savings are not as big as hers,[hɪz ˈseɪvɪŋz ɑ: nɒt æz bɪg æz hɜ:z],B1_L181_S50.mp3
51,"Его комната в два раза больше, чем ее",His room is twice larger than hers,[hɪz ru:m ɪz twaɪs ˈlɑ:ʤə ðæn hɜ:z],B1_L181_S51.mp3
52,"Как только что было сказано, мы также должны принять это во внимание","As it has just been said, we also need to take it into account","[æz ɪt hæz ʤʌst bi:n sed, wi: ˈɔ:lsəʊ ni:d tu: teɪk ɪt ˈɪntu: əˈkaʊnt]",B1_L181_S52.mp3
53,"Этот уровень намного выше, чем предыдущий",This level is much higher than the previous one,[ðɪs ˈlevl ɪz mʌʧ ˈhaɪə ðæn ðə ˈpri:viəs wʌn],B1_L181_S53.mp3
54,"Как мне кажется, это в основном зависит от нас","As it seems to me, it mostly depends on us","[æz ɪt si:mz tu: mi:, ɪt ˈməʊstli dɪˈpendz ɒn ʌs]",B1_L181_S54.mp3
55,"Его кроссовки не такие удобные, как мои",His sneakers aren't as comfortable as mine,[hɪz ˈsni:kəz ɑ:nt æz ˈkʌmftəbl æz maɪn],B1_L181_S55.mp3
56,Этот тест немного сложнее,This test is a little bit more difficult,[ðɪs test ɪz ə ˈlɪtl bɪt mɔ: ˈdɪfɪkəlt],B1_L181_S56.mp3
57,Это последнее видео,It is the last video,[ɪt ɪz ðə lɑ:st ˈvɪdɪəʊ],B1_L181_S57.mp3
58,Это упражнение немного легче,This exercise is a little easier,[ðɪs ˈeksəsaɪz ɪz ə ˈlɪtl ˈi:zɪə],B1_L181_S58.mp3
59,Этот экзамен самый сложный,This exam is the most difficult,[ðɪs ɪgˈzæm ɪz ðə məʊst ˈdɪfɪkəlt],B1_L181_S59.mp3
60,Эта задача немного проще,This task is a bit easier,[ðɪs tɑ:sk ɪz ə bɪt ˈi:zɪə],B1_L181_S60.mp3
61,"Ей столько же лет, сколько и ему",She is the same age as him,[ʃi: ɪz ðə seɪm eɪʤ æz hɪm],B1_L181_S61.mp3
62,"Мне столько же лет, сколько и ей",I am the same age as her,[aɪ æm ðə seɪm eɪʤ æz hɜ:],B1_L181_S62.mp3
63,"Она старше, чем он",She is older than him,[ʃi: ɪz ˈəʊldə ðæn hɪm],B1_L181_S63.mp3
64,Мы ждем самых последних новостей,We are waiting for the latest news,[wi: ɑ: ˈweɪtɪŋ fɔ: ðə ˈleɪtɪst nju:z],B1_L181_S64.mp3
65,Мы ждем некоторую информацию,We are waiting for some information,[wi: ɑ: ˈweɪtɪŋ fɔ: sʌm ˌɪnfəˈmeɪʃən],B1_L181_S65.mp3
66,Мы ждали последних новостей,We were waiting for the latest news,[wi: wɜ: ˈweɪtɪŋ fɔ: ðə ˈleɪtɪst nju:z],B1_L181_S66.mp3
67,"Задача не такая легкая, как кажется",The task isn't as easy as it seems,[ðə tɑ:sk ˈɪznt æz ˈi:zi æz ɪt si:mz],B1_L181_S67.mp3
68,"Тест не был таким трудным, как казался",The test wasn't as difficult as it seemed,[ðə test wɒznt æz ˈdɪfɪkəlt æz ɪt si:md],B1_L181_S68.mp3
69,"Этот тест был не так прост, как другой",This test wasn't as easy as other one,[ðɪs test wɒznt æz ˈi:zi æz ˈʌðə wʌn],B1_L181_S69.mp3
70,"Его квартира не такая большая, как моя",His flat isn't as large as mine,[hɪz flæt ˈɪznt æz lɑ:ʤ æz maɪn],B1_L181_S70.mp3
71,"Мой дом не такой просторный, как твой",My house isn't as spacious as yours,[maɪ haʊs ˈɪznt æz ˈspeɪʃəs æz jɔ:z],B1_L181_S71.mp3
72,"Ее машина не такая дорогая, как его",Her car isn't as expensive as his,[hɜ: kɑ: ˈɪznt æz ɪksˈpensɪv æz hɪz],B1_L181_S72.mp3
73,"Проблема не такая простая, как кажется …………….…................................................... 74. Эти проблемы были не такие простые, как казалось …………….…................................................... 75. Эта информация не такая интересная, как кажется …………….…................................................... 76. Это лучший ответ на этот вопрос …………….…................................................... 77. Это был лучший результат конкурса …………….…................................................... 78. Это лучший фильм, который я когда-либо смотрел …………….…................................................... 79. Это лучший отель, который я когда-либо видел …………….…................................................... 80. Это лучшая книга, которую я когда-либо читал …………….…................................................... 81. Это худший фильм, который я когда-либо смотрел …………….…................................................... 82. Билеты не такие дешевые, как мы ожидали …………….…................................................... 83. Этот тест не так прост, как я ожидал …………….…................................................... 84. Эта книга не такая интересная, как он ожидал …………….…................................................... 85. Это упражнение немного сложнее прошлого …………….…................................................... 8 86. Это упражнение гораздо сложнее предыдущего …………….…................................................... 87. Этот тест самый трудный из всех …………….…................................................... 88. Как уже было сказано, это глобальная проблема …………….…................................................... 89. Он самый мудрый человек, которого я когда-либо встречал …………….…................................................... 90. Мы нашли лучше решение для этой проблемы …………….…................................................... 91. Он является одним из самых ценных работников в компании …………….…................................................... 92. Как мне кажется, проблема заслуживает нашего внимания …………….…................................................... 93. Как уже было упомянуто, нам нужно быть к этому готовым …………….…................................................... 94. Чем скорее ты начнешь, тем скорее закончишь …………….…................................................... 95. Я пошел в ближайший супермаркет, чтобы купить хлеб …………….…................................................... 96. Их дом в четыре раза меньше, чем наш …………….…................................................... 97. Как мне кажется, такая возможность существует …………….…................................................... 98. Он самый умный человек, которого я когда-либо знал …………….…................................................... 9 99. Экзамен не так прост, как выглядит …………….…................................................... 100. Он хочет обсудить это со своим старшим братом …………….…................................................... 101. Это самая ценная картина в галерее …………….…................................................... 102. Ему столько же лет, сколько и ей …………….…................................................... 10 Ответы 1. Насколько я знаю, у нее есть сестра","As far as I know, she has a sister","[æz fɑ:r æz aɪ nəʊ, ʃi: hæz ə ˈsɪstə]",B1_L181_S73.mp3
74,"Эти проблемы были не такие простые, как казалось",These problems weren't as simple as they looked,[ði:z ˈprɒbləmz wɜ:nt æz ˈsɪmpl æz ðeɪ lʊkt],B1_L181_S74.mp3
75,"Эта информация не такая интересная, как кажется",The information isn't as interesting as it seems,[ði ˌɪnfəˈmeɪʃən ˈɪznt æz ˈɪntrɪstɪŋ æz ɪt si:mz],B1_L181_S75.mp3
76,Это лучший ответ на этот вопрос,It is the best answer to this question,[ɪt ɪz ðə best ˈɑ:nsə tu: ðɪs ˈkwesʧən],B1_L181_S76.mp3
77,Это был лучший результат конкурса,It was the best result of the competition,[ɪt wɒz ðə best rɪˈzʌlt ɒv ðə ˌkɒmpɪˈtɪʃən],B1_L181_S77.mp3
78,"Это лучший фильм, который я когда-либо смотрел",It is the best movie I have ever watched,[ɪt ɪz ðə best ˈmu:vi aɪ hæv ˈevə wɒʧt],B1_L181_S78.mp3
79,"Это лучший отель, который я когда-либо видел",It is the best hotel I have ever seen,[ɪt ɪz ðə best həʊˈtel aɪ hæv ˈevə si:n],B1_L181_S79.mp3
80,"Это лучшая книга, которую я когда-либо читал",It is the best book I have ever read,[ɪt ɪz ðə best bʊk aɪ hæv ˈevə ri:d],B1_L181_S80.mp3
81,"Это худший фильм, который я когда-либо смотрел",It is the worst movie I have ever watched,[ɪt ɪz ðə wɜ:st ˈmu:vi aɪ hæv ˈevə wɒʧt],B1_L181_S81.mp3
82,"Билеты не такие дешевые, как мы ожидали",The tickets are not as cheap as we expected,[ðə ˈtɪkɪts ɑ: nɒt æz ʧi:p æz wi: ɪksˈpektɪd],B1_L181_S82.mp3
83,"Этот тест не так прост, как я ожидал",This test is not as easy as I expected,[ðɪs test ɪz nɒt æz ˈi:zi æz aɪ ɪksˈpektɪd],B1_L181_S83.mp3
84,"Эта книга не такая интересная, как он ожидал",This book is not as interesting as he expected,[ðɪs bʊk ɪz nɒt æz ˈɪntrɪstɪŋ æz hi: ɪksˈpektɪd],B1_L181_S84.mp3
85,Это упражнение немного сложнее прошлого,This exercise is a bit more difficult than the last one,[ðɪs ˈeksəsaɪz ɪz ə bɪt mɔ: ˈdɪfɪkəlt ðæn ðə lɑ:st wʌn],B1_L181_S85.mp3
86,Это упражнение гораздо сложнее предыдущего,This exercise is a much more difficult than the previous one,[ðɪs ˈeksəsaɪz ɪz ə mʌʧ mɔ: ˈdɪfɪkəlt ðæn ðə ˈpri:viəs wʌn],B1_L181_S86.mp3
87,Этот тест самый трудный из всех,This test is the most difficult of all,[ðɪs test ɪz ðə məʊst ˈdɪfɪkəlt ɒv ɔ:l],B1_L181_S87.mp3
88,"Как уже было сказано, это глобальная проблема","As it has already been said, it's a global problem","[æz ɪt hæz ɔ:lˈredi bi:n sed, ɪts ə ˈgləʊbəl ˈprɒbləm]",B1_L181_S88.mp3
89,"Он самый мудрый человек, которого я когда-либо встречал",He is the wisest person I have ever met,[hi: ɪz ðə ˈwaɪzɪst ˈpɜ:sn aɪ hæv ˈevə met],B1_L181_S89.mp3
90,Мы нашли лучше решение для этой проблемы,We found a better solution to this problem,[wi: faʊnd ə ˈbetə səˈlu:ʃən tu: ðɪs ˈprɒbləm],B1_L181_S90.mp3
91,Он является одним из самых ценных работников в компании,He is one of the most valuable workers in the company,[hi: ɪz wʌn ɒv ðə məʊst ˈvæljʊəbl ˈwɜ:kəz ɪn ðə ˈkʌmpəni],B1_L181_S91.mp3
92,"Как мне кажется, проблема заслуживает нашего внимания","As it seems to me, this problem deserves our attention","[æz ɪt si:mz tu: mi:, ðɪs ˈprɒbləm dɪˈzɜ:vz ˈaʊər əˈtenʃn]",B1_L181_S92.mp3
93,"Как уже было упомянуто, нам нужно быть к этому готовым","As it has already been mentioned, we need to be ready for it","[æz ɪt hæz ɔ:lˈredi bi:n ˈmenʃənd, wi: ni:d tu: bi: ˈredi fɔ: ɪt]",B1_L181_S93.mp3
94,"Чем скорее ты начнешь, тем скорее закончишь","The sooner you will start, the sooner you will finish","[ðə ˈsu:nə ju: wɪl stɑ:t, ðə ˈsu:nə ju: wɪl ˈfɪnɪʃ]",B1_L181_S94.mp3
95,"Я пошел в ближайший супермаркет, чтобы купить хлеб",I went to the nearest supermarket to buy some bread,[aɪ went tu: ðə ˈnɪərɪst ˈsju:pəˌmɑ:kɪt tu: baɪ sʌm bred],B1_L181_S95.mp3
96,"Их дом в четыре раза меньше, чем наш",Their house is four times smaller than ours,[ðeə haʊs ɪz fɔ: taɪmz ˈsmɔ:lə ðæn ˈaʊəz],B1_L181_S96.mp3
97,"Как мне кажется, такая возможность существует","As it seems to me, such a possibility exists","[æz ɪt si:mz tu: mi:, sʌʧ ə ˌpɒsəˈbɪlɪti ɪgˈzɪsts]",B1_L181_S97.mp3
98,"Он самый умный человек, которого я когда-либо знал",He is the smartest person I have ever known,[hi: ɪz ðə ˈsmɑ:tɪst ˈpɜ:sn aɪ hæv ˈevə nəʊn],B1_L181_S98.mp3
99,"Экзамен не так прост, как выглядит",The exam isn't as easy as it looks,[ði ɪgˈzæm ˈɪznt æz ˈi:zi æz ɪt lʊks],B1_L181_S99.mp3
100,Он хочет обсудить это со своим старшим братом,He wants to discuss it with his elder brother,[hi: wɒnts tu: dɪsˈkʌs ɪt wɪð hɪz ˈeldə ˈbrʌðə],B1_L181_S100.mp3
101,Это самая ценная картина в галерее,It is the most valuable painting in the gallery,[ɪt ɪz ðə məʊst ˈvæljʊəbl ˈpeɪntɪŋ ɪn ðə ˈgæləri],B1_L181_S101.mp3
102,"Ему столько же лет, сколько и ей",He is the same age as her,[hi: ɪz ðə seɪm eɪʤ æz hɜ:],B1_L181_S102.mp3
